fid             , centroid_lat         , centroid_lon      , phaq, phkc, area    , county                                                                         , county_iso
ken_soil_ph.1396, 0.0056171326247559765, 34.377904312733946,  5.2,  3.9, 0.00544 , Siaya                                                                          , KE-38
ken_soil_ph.1402, -0.20607751598232169 , 36.32118054131114 ,  6.7,  0.0, 0.027412, Nyandarua                                                                      , KE-35
ken_soil_ph.1405, -0.009257090027261088, 34.68471121359017 ,  6.4,  5.4, 0.002206, Kisumu                                                                         , KE-17
ken_soil_ph.1407, -0.04571318563940908 , 36.676293875527186,  6.2,  5.0, 0.008628, Laikipia                                                                       , KE-20
ken_soil_ph.1409, -0.03614292326208055 , 34.669127098179295,  5.1,  4.2, 0.00536 , Kisumu                                                                         , KE-17
ken_soil_ph.1414, -0.023469348505287403, 34.19264604639504 ,  7.5,  5.9, 0.001521, Busia                                                                          , KE-04
ken_soil_ph.1415, -0.0328636056263904  , 34.68425055659054 ,  7.1,  0.6, 0.000891, Kisumu                                                                         , KE-17
ken_soil_ph.1419, -0.1302531560557747  , 40.475475366467045,  6.4,  4.8, 0.012777, Garissa                                                                        , KE-07
ken_soil_ph.1422, -0.05316404957778266 , 37.904900731176745,  6.0,  5.0, 0.00203 , Tharaka-Nithi                                                                  , KE-41
ken_soil_ph.1423, -0.29051597265104134 , 37.7148758258385  ,  5.6,  5.1, 0.036016,                                                                                , 
ken_soil_ph.1430, -0.042697506774963194, 37.89354326430492 ,  6.4,  5.4, 0.00127 , Tharaka-Nithi                                                                  , KE-41
ken_soil_ph.1431, -0.10518558596862147 , 34.37882109486828 ,  5.3,  4.0, 0.016327, Siaya                                                                          , KE-38
ken_soil_ph.1432, -0.1544894638614493  , 36.50207882206941 ,  4.5,  3.9, 0.01409 , Nyandarua                                                                      , KE-35
ken_soil_ph.1436, -0.07269474352114452 , 34.939555567435384,  6.6,  5.2, 0.012875, Kisumu                                                                         , KE-17
ken_soil_ph.1437, -0.1730663257487493  , 39.29412895924942 ,  8.3,  7.2, 0.038911, Garissa                                                                        , KE-07
ken_soil_ph.1438, -0.09292371082288371 , 36.84018567781047 ,  6.2,  5.0, 0.007807, Laikipia                                                                       , KE-20
ken_soil_ph.1441, -0.12569302359685217 , 35.131218495709895,  7.5,  5.9, 0.005745, Nandi                                                                          , KE-32
ken_soil_ph.1448, -0.33316211893328784 , 35.85333597999135 ,  6.1,  5.6, 0.066082, Nakuru                                                                         , KE-31
ken_soil_ph.1452, -0.14266254778310064 , 34.45041576253725 ,  5.2,  3.9, 0.01563 , Siaya                                                                          , KE-38
ken_soil_ph.1453, -0.08901407940468029 , 34.62292385695958 ,  7.1,  0.6, 0.000815, Kisumu                                                                         , KE-17
ken_soil_ph.1455, -0.10441919457780575 , 34.81766653517706 ,  7.5,  5.9, 0.00102 , Kisumu                                                                         , KE-17
ken_soil_ph.1457, -0.1060705937292489  , 35.17927858770229 ,  6.6,  5.6, 0.002804, Nandi                                                                          , KE-32
ken_soil_ph.1458, -0.0940051267523316  , 38.11171207273387 ,  7.0,  5.8, 0.000602, Tharaka-Nithi                                                                  , KE-41
ken_soil_ph.1461, -0.09370919965567392 , 34.68295687634926 ,  6.5,  4.8, 0.001617, Kisumu                                                                         , KE-17
ken_soil_ph.1463, -0.2225251042092734  , 36.983074976926495,  5.8,  4.7, 0.032703, Nyeri                                                                          , KE-36
ken_soil_ph.1465, -0.0963082658237293  , 34.880484849985535,  6.6,  5.6, 0.000426, Kisumu                                                                         , KE-17
ken_soil_ph.1472, -0.10432640625684989 , 34.959023987391056,  6.6,  5.6, 0.000805, Kisumu                                                                         , KE-17
ken_soil_ph.1474, -0.10223226350339379 , 35.07477098430726 ,  6.6,  5.6, 0.000352, Nandi                                                                          , KE-32
ken_soil_ph.1478, -0.1347379027439908  , 35.155768086256806,  6.5,  4.8, 0.004131, Nandi                                                                          , KE-32
ken_soil_ph.1483, -0.11167972831079909 , 35.01175544048264 ,  6.6,  5.6, 0.000365, Nandi                                                                          , KE-32
ken_soil_ph.1485, -0.12641390423084845 , 36.61621793928146 ,  5.6,  5.0, 0.001713, Laikipia                                                                       , KE-20
ken_soil_ph.1486, -0.17198329011442243 , 37.82676531125927 ,  5.8,  4.4, 0.00426 , Tharaka-Nithi                                                                  , KE-41
ken_soil_ph.1487, -0.12227845362711846 , 34.92760735069367 ,  7.5,  5.9, 0.001829, Kisumu                                                                         , KE-17
ken_soil_ph.1488, -0.18550107123181356 , 34.931815618868164,  6.5,  4.8, 0.026422, Kisumu                                                                         , KE-17
ken_soil_ph.1490, -0.11987905633375022 , 34.63228917457581 ,  7.1,  0.6, 0.000466, Kisumu                                                                         , KE-17
ken_soil_ph.1491, -0.1417668597262945  , 34.51182521424713 ,  7.1,  0.6, 0.003019, Siaya                                                                          , KE-38
ken_soil_ph.1493, -0.21304868005390537 , 34.265947602888126,  7.1,  0.6, 0.007612, Homa Bay                                                                       , KE-08
ken_soil_ph.1495, -0.22369022794779406 , 34.84332536714863 ,  6.7,  5.0, 0.003597, Homa Bay                                                                       , KE-08
ken_soil_ph.1497, -0.16345827616958775 , 34.14610478443983 ,  6.5,  5.7, 0.003279, Busia                                                                          , KE-04
ken_soil_ph.1499, -0.16210042482063272 , 37.76026996359945 ,  6.0,  5.0, 0.003098, Meru                                                                           , KE-26
ken_soil_ph.1500, -0.14411792620146935 , 34.57463680861947 ,  7.1,  0.6, 0.000356, Siaya                                                                          , KE-38
ken_soil_ph.1501, -0.14668933353383246 , 36.79735479044384 ,  6.2,  5.0, 0.000907, Laikipia                                                                       , KE-20
ken_soil_ph.1502, -0.17229195087270108 , 34.774397001131824,  7.5,  5.9, 0.001906, Kisumu                                                                         , KE-17
ken_soil_ph.1503, -0.1494714291299246  , 38.08899591920461 ,  7.0,  5.8, 0.000529, Tharaka-Nithi                                                                  , KE-41
ken_soil_ph.1504, -0.1579770288876414  , 34.4273740874851  ,  7.1,  0.6, 0.000489, Siaya                                                                          , KE-38
ken_soil_ph.1505, -0.2137679761606172  , 35.396307234639565,  5.3,  4.2, 0.02854 , Kericho                                                                        , KE-12
ken_soil_ph.1506, -0.17191326362476586 , 34.202820967302074,  5.6,  4.3, 0.003021, Siaya                                                                          , KE-38
ken_soil_ph.1508, -0.1584037361601459  , 35.23579330908394 ,  6.6,  5.6, 0.000905, Nandi                                                                          , KE-32
ken_soil_ph.1510, -0.16506004794131932 , 35.001543774284166,  6.6,  5.6, 0.003372, Nandi                                                                          , KE-32
ken_soil_ph.1513, -0.1953510760082873  , 36.80882437382338 ,  6.2,  5.0, 0.003361, Laikipia                                                                       , KE-20
ken_soil_ph.1516, -0.15700191033755714 , 34.85560897899376 ,  6.6,  5.6, 0.000777, Kisumu                                                                         , KE-17
ken_soil_ph.1519, -0.17109892151291498 , 34.39005467743967 ,  7.1,  0.6, 0.000931, Siaya                                                                          , KE-38
ken_soil_ph.1528, -0.19495524806525383 , 34.25033002995205 ,  5.2,  3.9, 0.000932, Siaya                                                                          , KE-38
ken_soil_ph.1529, -0.20692249950276112 , 34.92530550540291 ,  7.5,  5.9, 0.001096, Homa Bay                                                                       , KE-08
ken_soil_ph.1531, -0.20369175921683857 , 39.468200045111914,  8.0,  6.9, 0.001124, Tana River                                                                     , KE-40
ken_soil_ph.1534, -0.19577108843495064 , 35.06695299158104 ,  7.5,  6.5, 0.001493, Nandi                                                                          , KE-32
ken_soil_ph.1535, -0.20737108908865115 , 38.104803638832784,  7.0,  5.8, 0.000837, Kitui                                                                          , KE-18
ken_soil_ph.1536, -0.2574778942083947  , 36.867545639285915,  6.2,  5.0, 0.005822, Nyeri                                                                          , KE-36
ken_soil_ph.1538, -0.4785171909898418  , 39.12732713818291 ,  6.4,  5.3, 0.084567, Tana River                                                                     , KE-40
ken_soil_ph.1539, -0.2163889721280072  , 34.349276981249574,  7.1,  0.6, 0.00109 , Homa Bay                                                                       , KE-08
ken_soil_ph.1540, -0.2065260196010038  , 35.00126020595625 ,  6.6,  5.6, 0.001366, Kericho                                                                        , KE-12
ken_soil_ph.1546, -0.23192768897975188 , 39.44462262315043 ,  8.0,  6.9, 0.001047, Tana River                                                                     , KE-40
ken_soil_ph.1549, -0.23620703388519176 , 37.93959190492532 ,  7.0,  5.8, 0.0011  , Kitui                                                                          , KE-18
ken_soil_ph.1550, -0.2307205313598879  , 34.24675614958368 ,  6.5,  5.7, 0.001201, Homa Bay                                                                       , KE-08
ken_soil_ph.1551, -0.2716815186237033  , 34.89976777266615 ,  7.5,  5.9, 0.004194, Homa Bay                                                                       , KE-08
ken_soil_ph.1552, -0.29884412491632034 , 34.33745250977076 ,  6.3,  5.3, 0.011539, Homa Bay                                                                       , KE-08
ken_soil_ph.1553, -0.25589017633240935 , 35.01843495368032 ,  7.5,  6.5, 0.001251, Kericho                                                                        , KE-12
ken_soil_ph.1554, -0.23969684311829456 , 35.096600042488504,  5.3,  4.2, 0.00067 , Kericho                                                                        , KE-12
ken_soil_ph.1555, -0.4898080537162646  , 36.232288864833684,  6.6,  5.8, 0.056436, Nyandarua                                                                      , KE-35
ken_soil_ph.1556, -0.33424567457999005 , 39.75338822852037 ,  6.4,  5.4, 0.016372, Tana River                                                                     , KE-40
ken_soil_ph.1557, -0.4758923905275322  , 39.90884653952    ,  6.4,  5.3, 0.062589, Garissa                                                                        , KE-07
ken_soil_ph.1563, -0.29081196355617395 , 35.07916146065679 ,  7.5,  6.5, 0.002735, Kericho                                                                        , KE-12
ken_soil_ph.1564, -0.46255968934918235 , 35.74844116694407 ,  5.3,  4.2, 0.059653, Nakuru                                                                         , KE-31
ken_soil_ph.1565, -0.3076504104132539  , 37.92163500861311 ,  6.0,  4.7, 0.002465, Kitui                                                                          , KE-18
ken_soil_ph.1570, -0.535164310608099   , 35.184341156554105,  5.6,  0.0, 0.048559, Kericho                                                                        , KE-12
ken_soil_ph.1572, -0.31847256453753686 , 34.951219422582774,  6.6,  5.2, 0.004737, Homa Bay                                                                       , KE-08
ken_soil_ph.1574, -0.3202416435881049  , 37.94975667596003 ,  7.0,  5.8, 0.001458, Kitui                                                                          , KE-18
ken_soil_ph.1577, -0.5728775318281114  , 38.11595855034186 ,  7.2,  6.0, 0.113507, Kitui                                                                          , KE-18
ken_soil_ph.1578, -0.313556784957845   , 35.09404989484013 ,  5.3,  4.2, 0.003143, Kericho                                                                        , KE-12
ken_soil_ph.1581, -0.3278182037982986  , 39.15262026418961 ,  6.4,  5.4, 0.00174 , Tana River                                                                     , KE-40
ken_soil_ph.1582, -0.32158522292817204 , 34.78920134737132 ,  6.5,  4.8, 0.002616, Homa Bay                                                                       , KE-08
ken_soil_ph.1583, -0.7224745404170598  , 36.85802995531179 ,  4.5,  3.9, 0.07438 , Murang`a                                                                       , KE-29
ken_soil_ph.1584, -0.38180785567723347 , 36.104945958649395,  8.5,  0.0, 0.005459, Nakuru                                                                         , KE-31
ken_soil_ph.1589, -0.3859369285522186  , 36.05258626975837 ,  5.4,  4.1, 0.004004, Nakuru                                                                         , KE-31
ken_soil_ph.1592, -0.3633975122440512  , 36.137205818376934,  5.3,  4.2, 0.001529, Nakuru                                                                         , KE-31
ken_soil_ph.1593, -0.35119595187838903 , 39.56906634772664 ,  8.0,  6.9, 0.001214, Tana River                                                                     , KE-40
ken_soil_ph.1594, -0.3617448375366051  , 39.41059653256621 ,  6.4,  5.4, 0.014229, Tana River                                                                     , KE-40
ken_soil_ph.1595, -0.3760843104995605  , 40.62763341454294 ,  6.4,  4.8, 0.00304 , Garissa                                                                        , KE-07
ken_soil_ph.1596, -0.3419126547101876  , 34.89780355619052 ,  6.4,  5.4, 0.002184, Homa Bay                                                                       , KE-08
ken_soil_ph.1598, -0.3457422555449325  , 34.79297912435867 ,  7.5,  5.9, 0.000856, Homa Bay                                                                       , KE-08
ken_soil_ph.1602, -0.39029213716823463 , 34.55770997726117 ,  6.3,  5.3, 0.007777, Homa Bay                                                                       , KE-08
ken_soil_ph.1605, -0.39271990672467505 , 36.51276449593214 ,  4.9,  5.3, 0.00314 , Nyandarua                                                                      , KE-35
ken_soil_ph.1606, -0.7508761178400158  , 35.73039229492601 ,  6.6,  5.8, 0.236773, Narok                                                                          , KE-33
ken_soil_ph.1607, -0.3535453995180003  , 34.31363438722321 ,  5.4,  4.1, 0.000221, Homa Bay                                                                       , KE-08
ken_soil_ph.1608, -0.42228617532956403 , 34.59959767426803 ,  7.5,  6.5, 0.004394, Homa Bay                                                                       , KE-08
ken_soil_ph.1609, -0.3591191253887958  , 34.64210067976485 ,  7.5,  5.9, 0.000452, Homa Bay                                                                       , KE-08
ken_soil_ph.1610, -0.38167041069078605 , 34.96842204687523 ,  5.1,  4.2, 0.003078, Homa Bay                                                                       , KE-08
ken_soil_ph.1613, -0.4433080652691535  , 36.03680115757148 ,  5.7,  0.0, 0.009702, Nakuru                                                                         , KE-31
ken_soil_ph.1614, -0.3962356869649469  , 34.498607663429524,  7.8,  7.0, 0.004182, Homa Bay                                                                       , KE-08
ken_soil_ph.1615, -0.36228401501626833 , 34.74002720548381 ,  6.4,  5.4, 0.001475, Homa Bay                                                                       , KE-08
ken_soil_ph.1616, -0.39677208373043416 , 34.64048231917927 ,  6.6,  5.2, 0.001819, Homa Bay                                                                       , KE-08
ken_soil_ph.1617, -0.38318527349266296 , 34.607070561927614,  7.5,  5.9, 0.000541, Homa Bay                                                                       , KE-08
ken_soil_ph.1618, -0.38519636515408506 , 34.22297110392739 ,  5.4,  4.1, 0.000654, Homa Bay                                                                       , KE-08
ken_soil_ph.1620, -0.5028256916397608  , 34.704209392937415,  6.0,  5.2, 0.056928, Homa Bay                                                                       , KE-08
ken_soil_ph.1621, -0.6230150646735225  , 36.570755738782005,  5.7,  4.2, 0.037705, Nakuru                                                                         , KE-31
ken_soil_ph.1623, -0.37817716394961975 , 34.96156874651468 ,  5.2,  4.2, 0.000818, Homa Bay                                                                       , KE-08
ken_soil_ph.1627, -0.40342147573430825 , 34.1873722665569  ,  7.8,  7.0, 0.001631, Homa Bay                                                                       , KE-08
ken_soil_ph.1630, -0.43033640865681944 , 36.55331093942584 ,  5.3,  4.2, 0.005077, Nyandarua                                                                      , KE-35
ken_soil_ph.1631, -0.41366771821895465 , 34.79523932420017 ,  5.2,  3.9, 0.004298, Homa Bay                                                                       , KE-08
ken_soil_ph.1632, -0.5339403470174766  , 37.73597741598599 ,  6.0,  5.0, 0.019027,                                                                                , 
ken_soil_ph.1633, -0.4098556119862905  , 34.179657959746216,  5.4,  4.1, 0.000352, Homa Bay                                                                       , KE-08
ken_soil_ph.1634, -0.42796721812537625 , 35.03395253974371 ,  5.2,  4.4, 0.001473, Kericho                                                                        , KE-12
ken_soil_ph.1636, -0.4192482674824644  , 34.1584487497756  ,  8.2,  7.0, 0.000564, Homa Bay                                                                       , KE-08
ken_soil_ph.1637, -0.47962004670900305 , 34.648117989246416,  5.2,  3.9, 0.009345, Homa Bay                                                                       , KE-08
ken_soil_ph.1639, -0.42219433464034745 , 34.138372622769964,  5.4,  4.1, 0.000264, Homa Bay                                                                       , KE-08
ken_soil_ph.1640, -0.4753868884816974  , 39.328673322464326,  6.4,  5.3, 0.015294, Tana River                                                                     , KE-40
ken_soil_ph.1641, -0.43037591918722745 , 35.16038026401679 ,  4.6,  3.6, 0.000507, Kericho                                                                        , KE-12
ken_soil_ph.1642, -0.5764795681845402  , 37.55310748760804 ,  6.2,  4.9, 0.030066,                                                                                , 
ken_soil_ph.1648, -0.4631126605688366  , 34.03754262936701 ,  5.4,  4.1, 0.00399 , Homa Bay                                                                       , KE-08
ken_soil_ph.1649, -0.4595689171768741  , 34.23144289881097 ,  8.2,  7.0, 0.003438, Homa Bay                                                                       , KE-08
ken_soil_ph.1650, -0.5452116411191464  , 38.02174884671226 ,  7.0,  5.8, 0.007944, Kitui                                                                          , KE-18
ken_soil_ph.1651, -0.4955271155350935  , 34.99155097899873 ,  5.2,  4.8, 0.006513, Homa Bay                                                                       , KE-08
ken_soil_ph.1654, -0.45364173834818633 , 33.99219860467326 ,  8.2,  7.0, 0.001137, Homa Bay                                                                       , KE-08
ken_soil_ph.1655, -1.5313191083203304  , 40.02562045223753 ,  7.9,  7.2, 0.07985 , Tana River                                                                     , KE-40
ken_soil_ph.1657, -0.5335975228233628  , 39.472686171567034,  6.4,  5.4, 0.025473, Tana River                                                                     , KE-40
ken_soil_ph.1658, -0.46884797102210607 , 34.394192933162756,  5.4,  4.1, 0.00113 , Homa Bay                                                                       , KE-08
ken_soil_ph.1660, -0.4896325783788941  , 34.33532936721739 ,  5.4,  4.1, 0.001468, Homa Bay                                                                       , KE-08
ken_soil_ph.1661, -0.4791846267682197  , 34.200991663351566,  5.4,  4.1, 0.000614, Homa Bay                                                                       , KE-08
ken_soil_ph.1662, -0.493015182299232   , 34.27165179559518 ,  5.4,  4.1, 0.001659, Homa Bay                                                                       , KE-08
ken_soil_ph.1666, -0.5861906758045979  , 38.87035998099443 ,  6.4,  5.4, 0.058844, Tana River                                                                     , KE-40
ken_soil_ph.1667, -0.5779074443867788  , 34.239517235298294,  8.2,  7.0, 0.005458, Homa Bay                                                                       , KE-08
ken_soil_ph.1669, -0.48177410036015966 , 34.99860536295752 ,  4.6,  3.6, 0.000492, Homa Bay                                                                       , KE-08
ken_soil_ph.1670, -0.5109099947906034  , 34.2354706714901  ,  6.4,  5.3, 0.003082, Homa Bay                                                                       , KE-08
ken_soil_ph.1671, -0.5240171483593539  , 34.39185038492838 ,  7.5,  6.5, 0.002915, Homa Bay                                                                       , KE-08
ken_soil_ph.1674, -0.5186689131564224  , 34.77142884346289 ,  5.2,  4.5, 0.002668, Homa Bay                                                                       , KE-08
ken_soil_ph.1675, -0.5444057430879162  , 34.32768100526459 ,  7.5,  6.5, 0.002947, Homa Bay                                                                       , KE-08
ken_soil_ph.1677, -0.4952017951686264  , 34.366958707395646,  5.4,  4.1, 0.000537, Homa Bay                                                                       , KE-08
ken_soil_ph.1679, -0.8375920772423405  , 34.73113708831242 ,  5.2,  4.4, 0.066075, Kisii                                                                          , KE-16
ken_soil_ph.1682, -0.508315138194709   , 34.416599288245905,  5.4,  4.1, 0.00138 , Homa Bay                                                                       , KE-08
ken_soil_ph.1684, -0.5242009091024527  , 34.18512501623097 ,  6.4,  5.4, 0.000843, Homa Bay                                                                       , KE-08
ken_soil_ph.1690, -0.5181898978621969  , 35.01015216249246 ,  6.6,  5.9, 0.000525, Kericho                                                                        , KE-12
ken_soil_ph.1694, -0.5913840335579335  , 39.594282298515736,  6.4,  5.3, 0.007565, Tana River                                                                     , KE-40
ken_soil_ph.1695, -0.5807449605537253  , 34.46840808266781 ,  6.3,  5.3, 0.005904, Homa Bay                                                                       , KE-08
ken_soil_ph.1696, -0.5594580077516008  , 34.389636273990796,  8.2,  7.0, 0.003895, Homa Bay                                                                       , KE-08
ken_soil_ph.1698, -0.6774730588287897  , 37.56303794046306 ,  6.0,  5.0, 0.011402, Embu                                                                           , KE-06
ken_soil_ph.1699, -0.6406583273043824  , 34.909578144683245,  5.6,  4.6, 0.014098, Kisii                                                                          , KE-16
ken_soil_ph.1700, -0.5490005645123214  , 34.17709699812997 ,  7.5,  6.5, 0.000671, Homa Bay                                                                       , KE-08
ken_soil_ph.1702, -0.5444473200081182  , 34.28404241347459 ,  7.5,  6.5, 0.000309, Homa Bay                                                                       , KE-08
ken_soil_ph.1706, -0.5660282036889208  , 34.37522073188184 ,  5.4,  4.1, 0.001223, Homa Bay                                                                       , KE-08
ken_soil_ph.1708, -0.5672727995363166  , 34.14361446921921 ,  8.2,  7.0, 0.001415, Homa Bay                                                                       , KE-08
ken_soil_ph.1709, -0.7243251920586621  , 35.00269742288128 ,  6.5,  5.5, 0.010844, Bomet                                                                          , KE-02
ken_soil_ph.1710, -0.6043397957198847  , 37.60375522295358 ,  6.4,  5.4, 0.002744, Embu                                                                           , KE-06
ken_soil_ph.1716, -0.5758985756662364  , 34.16601536657384 ,  6.4,  5.3, 0.000899, Homa Bay                                                                       , KE-08
ken_soil_ph.1718, -0.5760407997648027  , 34.099394509736435,  5.4,  4.1, 0.001062, Homa Bay                                                                       , KE-08
ken_soil_ph.1719, -0.6587373948187866  , 34.95289190025922 ,  5.2,  4.8, 0.011077, Kisii                                                                          , KE-16
ken_soil_ph.1720, -0.6133541889664236  , 36.161495405749456,  7.7,  6.9, 0.007945, Narok                                                                          , KE-33
ken_soil_ph.1722, -0.6451570125885271  , 34.16823742981912 ,  6.4,  5.3, 0.010809, Homa Bay                                                                       , KE-08
ken_soil_ph.1727, -0.6076293383018851  , 34.653111305385444,  4.7,  4.0, 0.003566, Kisii                                                                          , KE-16
ken_soil_ph.1728, -0.5939328421293124  , 34.924588669809175,  4.6,  3.6, 0.000537, Homa Bay                                                                       , KE-08
ken_soil_ph.1729, -0.76100903954441    , 34.23223544183281 ,  5.4,  4.1, 0.017479, Homa Bay                                                                       , KE-08
ken_soil_ph.1732, -0.6067034659560802  , 37.37016051261384 ,  5.6,  5.1, 0.002052, Murang`a                                                                       , KE-29
ken_soil_ph.1734, -0.6790707797261265  , 35.01623214381027 ,  6.6,  5.9, 0.002563, Bomet                                                                          , KE-02
ken_soil_ph.1736, -1.0252089625948624  , 36.94734513715869 ,  5.6,  5.1, 0.097585, Nairobi                                                                        , KE-30
ken_soil_ph.1738, -0.6062165621997527  , 39.401482187292174,  6.4,  5.3, 0.001379, Tana River                                                                     , KE-40
ken_soil_ph.1739, -0.6154270881718432  , 39.303931725708274,  6.4,  5.4, 0.002324, Tana River                                                                     , KE-40
ken_soil_ph.1740, -0.6022313467011773  , 34.942526091580326,  5.6,  4.6, 0.000374, Kisii                                                                          , KE-16
ken_soil_ph.1741, -0.6306060525899775  , 34.720413974112574,  5.1,  4.1, 0.003785, Kisii                                                                          , KE-16
ken_soil_ph.1742, -0.7661549586171029  , 34.86805355414498 ,  5.2,  4.8, 0.01375 , Kisii                                                                          , KE-16
ken_soil_ph.1743, -0.6655829045650323  , 34.44087459211133 ,  5.8,  4.9, 0.015367, Homa Bay                                                                       , KE-08
ken_soil_ph.1746, -0.6202443681819456  , 34.10383574812454 ,  8.2,  7.0, 0.000558, Homa Bay                                                                       , KE-08
ken_soil_ph.1748, -0.6276459156727958  , 34.149468903536246,  6.7,  5.2, 0.001915, Homa Bay                                                                       , KE-08
ken_soil_ph.1750, -0.668805399349041   , 39.266482775786834,  8.3,  7.2, 0.016898, Tana River                                                                     , KE-40
ken_soil_ph.1753, -0.6920657713382615  , 37.795952099357365,  6.0,  4.7, 0.007153, Embu                                                                           , KE-06
ken_soil_ph.1758, -0.6972631957646571  , 36.22080228197761 ,  7.7,  6.9, 0.006191, Nakuru                                                                         , KE-31
ken_soil_ph.1760, -0.7168803086533118  , 37.666064186547935,  6.4,  5.4, 0.006173, Embu                                                                           , KE-06
ken_soil_ph.1761, -0.6447567286681728  , 39.22849963224378 ,  6.4,  5.3, 0.002049, Tana River                                                                     , KE-40
ken_soil_ph.1763, -0.7203780094126091  , 36.38064642463327 ,  8.5,  0.0, 0.008217, Nakuru                                                                         , KE-31
ken_soil_ph.1765, -0.6816263890709013  , 34.07420337744627 ,  5.4,  4.1, 0.001239, Homa Bay                                                                       , KE-08
ken_soil_ph.1767, -0.6893014732760618  , 34.96482908272857 ,  4.6,  3.6, 0.002534, Kisii                                                                          , KE-16
ken_soil_ph.1770, -0.8250471753682718  , 39.4453619841099  ,  6.4,  5.3, 0.130927, Tana River                                                                     , KE-40
ken_soil_ph.1771, -0.7508203406294104  , 34.283109919606204,  6.3,  5.3, 0.006777, Homa Bay                                                                       , KE-08
ken_soil_ph.1773, -0.7123619438475643  , 39.64620487916708 ,  6.4,  5.3, 0.010234, Tana River                                                                     , KE-40
ken_soil_ph.1780, -0.716019804518867   , 34.19171699071833 ,  7.5,  6.5, 0.002273, Homa Bay                                                                       , KE-08
ken_soil_ph.1781, -0.7328009157103206  , 34.140178086694114,  8.2,  7.0, 0.003447, Homa Bay                                                                       , KE-08
ken_soil_ph.1786, -0.7872010573950206  , 36.63169151197452 ,  4.9,  5.3, 0.008032, Murang`a                                                                       , KE-29
ken_soil_ph.1788, -0.7273056429691798  , 36.295082289376545,  6.6,  5.8, 0.002142, Nakuru                                                                         , KE-31
ken_soil_ph.1793, -0.882091483701525   , 38.827971819544864,  6.4,  5.4, 0.089197, Kitui                                                                          , KE-18
ken_soil_ph.1795, -0.7187687696622083  , 34.08452791382156 ,  8.2,  7.0, 0.000765, Homa Bay                                                                       , KE-08
ken_soil_ph.1800, -0.7285099148375308  , 38.97838830685338 ,  6.4,  5.4, 0.002194, Kitui                                                                          , KE-18
ken_soil_ph.1803, -0.7301935393207762  , 34.168500996157775,  5.4,  4.1, 0.000704, Homa Bay                                                                       , KE-08
ken_soil_ph.1804, -0.7453897263741583  , 34.13523586537992 ,  5.4,  4.1, 0.001368, Homa Bay                                                                       , KE-08
ken_soil_ph.1805, -0.7458964462260361  , 35.053079221751425,  6.5,  5.5, 0.000734, Bomet                                                                          , KE-02
ken_soil_ph.1808, -0.7685445361386462  , 34.57851453005602 ,  4.7,  4.0, 0.00931 , Homa Bay                                                                       , KE-08
ken_soil_ph.1810, -1.2557035390918891  , 37.8777532382104  ,  6.0,  4.7, 0.322745, Kitui                                                                          , KE-18
ken_soil_ph.1813, -0.7459446769376142  , 37.54179884805921 ,  6.0,  5.0, 0.003436, Embu                                                                           , KE-06
ken_soil_ph.1815, -0.7433036127592276  , 35.100160228657444,  4.7,  4.3, 0.00041 , Bomet                                                                          , KE-02
ken_soil_ph.1819, -0.8282033142892884  , 35.25135520831046 ,  6.9,  6.3, 0.021067, Bomet                                                                          , KE-02
ken_soil_ph.1823, -0.8016049795712283  , 34.31802599190366 ,  5.8,  4.9, 0.008424, Homa Bay                                                                       , KE-08
ken_soil_ph.1824, -0.8956736737680622  , 36.66946791288405 ,  6.6,  5.9, 0.020477, Murang`a                                                                       , KE-29
ken_soil_ph.1825, -0.9335511306651328  , 37.33556208931916 ,  6.0,  5.0, 0.034511, Murang`a                                                                       , KE-29
ken_soil_ph.1826, -0.8027241102624324  , 37.51679222317053 ,  8.0,  6.8, 0.010411, Embu                                                                           , KE-06
ken_soil_ph.1830, -0.775937814052498   , 34.80687187677221 ,  5.6,  4.6, 0.000921, Kisii                                                                          , KE-16
ken_soil_ph.1835, -0.9225571901875581  , 34.85353513732567 ,  5.6,  4.6, 0.028123, Kisii                                                                          , KE-16
ken_soil_ph.1836, -0.8340061856085301  , 39.74030257382292 ,  8.0,  6.9, 0.006592, Tana River                                                                     , KE-40
ken_soil_ph.1837, -0.8027040691417006  , 36.177302929639566,  6.6,  5.8, 0.001028, Narok                                                                          , KE-33
ken_soil_ph.1843, -0.8536139198967735  , 37.496810050476086,  6.0,  5.0, 0.004201, Embu                                                                           , KE-06
ken_soil_ph.1847, -0.8884980958806139  , 34.99909200714716 ,  5.5,  4.5, 0.005118, Kisii                                                                          , KE-16
ken_soil_ph.1848, -0.9834697926516476  , 35.000157729161636,  6.5,  5.3, 0.031462, Bomet                                                                          , KE-02
ken_soil_ph.1850, -0.8023860596731376  , 34.8304640309854  ,  4.6,  3.6, 0.000967, Kisii                                                                          , KE-16
ken_soil_ph.1851, -0.8112108746937725  , 34.138429879984145,  8.2,  7.0, 0.001473, Homa Bay                                                                       , KE-08
ken_soil_ph.1853, -0.8243584798482078  , 37.554341645903094,  6.0,  5.0, 0.001324, Embu                                                                           , KE-06
ken_soil_ph.1854, -0.8432178562999845  , 36.12822655614461 ,  6.6,  5.8, 0.001802, Narok                                                                          , KE-33
ken_soil_ph.1861, -0.9037786043083845  , 34.57399844553266 ,  6.0,  5.2, 0.020502, Homa Bay                                                                       , KE-08
